id,id+,country,recency,frequency,monetary,r,f,m,fm,rfm_score,segment,ml_cluster,is_churned,churn_probability,churn_risk,customer_lifetime_value,average_order_value,days_since_first_purchase
4400208,BD4400208,BD,64,2,373.50,3,2,1,1,321,other,1,0,0.00,,747.00,186.75,301
4400214,BD4400214,BD,57,12,14442.84,3,4,4,4,344,can't lose,1,0,0.00,,173314.08,1203.57,308
4400250,BD4400250,BD,71,2,881.64,3,2,1,1,321,other,1,0,0.00,,1763.28,440.82,294
4400328,BD4400328,BD,274,2,1807.02,1,2,2,2,122,lost,0,1,1.00,High Risk,3614.04,903.51,91
4400784,BD4400784,BD,274,1,612.24,1,1,1,1,111,lost,0,1,1.00,High Risk,612.24,612.24,91
4400910,BD4400910,BD,204,3,1281.24,2,3,2,2,232,hibernating,0,1,0.98,High Risk,3843.72,427.08,161
4401582,BD4401582,BD,113,27,80657.04,2,5,5,5,255,at risk,1,0,0.04,Low Risk,2177740.08,2987.30,252
4401828,BD4401828,BD,218,2,1807.86,2,2,2,2,222,hibernating,0,1,0.99,High Risk,3615.72,903.93,147
4402920,BD4402920,BD,127,5,2864.94,2,4,3,3,243,at risk,1,0,0.02,Low Risk,14324.70,572.99,238
4407036,BD4407036,BD,183,2,767.16,2,2,1,1,221,hibernating,0,1,0.98,High Risk,1534.32,383.58,182
4407810,BD4407810,BD,232,1,19116.48,1,1,5,3,115,lost,0,1,1.00,High Risk,19116.48,19116.48,133
4407834,BD4407834,BD,323,2,323.28,1,2,1,1,121,lost,0,1,1.00,High Risk,646.56,161.64,42
4409178,BD4409178,BD,15,1,2388.36,5,1,2,1,512,recent customers,1,0,0.00,,2388.36,2388.36,350
4409568,BD4409568,BD,260,3,8153.28,1,3,4,3,134,lost,0,1,1.00,High Risk,24459.84,2717.76,105
4409580,BD4409580,BD,246,1,2967.30,1,1,3,2,113,lost,0,1,1.00,High Risk,2967.30,2967.30,119
4409622,BD4409622,BD,288,1,2389.56,1,1,2,1,112,lost,0,1,1.00,High Risk,2389.56,2389.56,77
4409730,BD4409730,BD,288,2,2388.36,1,2,2,2,122,lost,0,1,1.00,High Risk,4776.72,1194.18,77
4410570,BD4410570,BD,337,1,269.52,1,1,1,1,111,lost,0,1,1.00,High Risk,269.52,269.52,28
4413204,BD4413204,BD,323,1,1016.82,1,1,1,1,111,lost,0,1,1.00,High Risk,1016.82,1016.82,42
4413474,BD4413474,BD,36,4,6468.90,4,3,4,3,434,potential loyalists,1,0,0.00,,25875.60,1617.23,329
4422558,BD4422558,BD,309,2,738.78,1,2,1,1,121,lost,0,1,1.00,High Risk,1477.56,369.39,56
4422726,BD4422726,BD,36,1,258.60,4,1,1,1,411,recent customers,1,0,0.00,,258.60,258.60,329
4423050,BD4423050,BD,36,10,21056.94,4,4,5,4,445,loyal customers,1,0,0.00,,210569.40,2105.69,329
4425132,BD4425132,BD,99,1,540.48,3,1,1,1,311,other,1,0,0.00,,540.48,540.48,266
4426530,BD4426530,BD,281,1,385.92,1,1,1,1,111,lost,0,1,1.00,High Risk,385.92,385.92,84
4427004,BD4427004,BD,225,4,9022.38,1,3,4,3,134,lost,0,1,1.00,High Risk,36089.52,2255.60,140
4427934,BD4427934,BD,50,3,3038.10,4,3,3,3,433,potential loyalists,1,0,0.00,,9114.30,1012.70,315
4431864,BD4431864,BD,36,2,4965.24,4,2,3,2,423,promising,1,0,0.00,,9930.48,2482.62,329
4431906,BD4431906,BD,148,2,11123.16,2,2,4,3,224,at risk,1,0,0.02,Low Risk,22246.32,5561.58,217
4433748,BD4433748,BD,43,1,937.62,4,1,1,1,411,recent customers,1,0,0.00,,937.62,937.62,322
4437372,BD4437372,BD,8,2,748.86,5,2,1,1,521,recent customers,1,0,0.00,,1497.72,374.43,357
4437384,BD4437384,BD,106,2,767.16,3,2,1,1,321,other,1,0,0.00,,1534.32,383.58,259
4438374,BD4438374,BD,29,45,38467.74,4,5,5,5,455,loyal customers,1,0,0.00,,1731048.30,854.84,336
4438416,BD4438416,BD,64,3,3076.08,3,3,3,3,333,need attention,1,0,0.00,,9228.24,1025.36,301
4439154,BD4439154,BD,57,6,2303.82,3,4,2,3,342,need attention,1,0,0.00,,13822.92,383.97,308
4440192,BD4440192,BD,155,1,771.84,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,771.84,771.84,210
4440834,BD4440834,BD,295,5,1925.70,1,4,2,3,142,lost,0,1,1.00,High Risk,9628.50,385.14,70
4441128,BD4441128,BD,302,1,606.00,1,1,1,1,111,lost,0,1,1.00,High Risk,606.00,606.00,63
4441524,BD4441524,BD,316,1,2203.38,1,1,2,1,112,lost,0,1,1.00,High Risk,2203.38,2203.38,49
4441830,BD4441830,BD,8,7,18375.06,5,4,4,4,544,champions,1,0,0.00,,128625.42,2625.01,357
4442568,BD4442568,BD,162,2,1227.36,2,2,2,2,222,hibernating,0,0,0.02,Low Risk,2454.72,613.68,203
4447638,BD4447638,BD,253,4,14152.80,1,3,4,3,134,lost,0,1,1.00,High Risk,56611.20,3538.20,112
4447758,BD4447758,BD,43,6,9165.24,4,4,4,4,444,loyal customers,1,0,0.00,,54991.44,1527.54,322
4447992,BD4447992,BD,232,3,469.38,1,3,1,2,131,lost,0,1,1.00,High Risk,1408.14,156.46,133
4451352,BD4451352,BD,162,1,2203.38,2,1,2,1,212,hibernating,0,0,0.02,Low Risk,2203.38,2203.38,203
4455606,BD4455606,BD,323,1,385.92,1,1,1,1,111,lost,0,1,1.00,High Risk,385.92,385.92,42
4457970,BD4457970,BD,295,1,385.92,1,1,1,1,111,lost,0,1,1.00,High Risk,385.92,385.92,70
4466538,BD4466538,BD,50,3,7192.02,4,3,4,3,434,potential loyalists,1,0,0.00,,21576.06,2397.34,315
4471224,BD4471224,BD,1,88,45614.22,5,5,5,5,555,champions,1,0,0.00,,4014051.36,518.34,364
4472106,BD4472106,BD,281,3,4777.92,1,3,3,3,133,lost,0,1,1.00,High Risk,14333.76,1592.64,84
4473312,BD4473312,BD,15,11,5115.36,5,4,3,3,543,potential loyalists,1,0,0.00,,56268.96,465.03,350
4473600,BD4473600,BD,29,22,58912.38,4,5,5,5,455,loyal customers,1,0,0.00,,1296072.36,2677.84,336
4473876,BD4473876,BD,288,2,420.84,1,2,1,1,121,lost,0,1,1.00,High Risk,841.68,210.42,77
4474398,BD4474398,BD,8,13,13055.76,5,5,4,4,554,champions,1,0,0.00,,169724.88,1004.29,357
4475736,BD4475736,BD,127,2,2429.70,2,2,3,2,223,hibernating,1,0,0.01,Low Risk,4859.40,1214.85,238
4476222,BD4476222,BD,197,4,19605.42,2,3,5,4,235,at risk,0,1,0.92,High Risk,78421.68,4901.35,168
4478664,BD4478664,BD,295,1,613.68,1,1,1,1,111,lost,0,1,1.00,High Risk,613.68,613.68,70
4478676,BD4478676,BD,127,2,1209.42,2,2,2,2,222,hibernating,1,0,0.02,Low Risk,2418.84,604.71,238
4482480,BD4482480,BD,162,2,769.50,2,2,1,1,221,hibernating,0,0,0.02,Low Risk,1539.00,384.75,203
4483200,BD4483200,BD,71,2,2396.28,3,2,2,2,322,about to sleep,1,0,0.00,,4792.56,1198.14,294
4484514,BD4484514,BD,50,1,613.68,4,1,1,1,411,recent customers,1,0,0.00,,613.68,613.68,315
4484856,BD4484856,BD,344,1,3031.92,1,1,3,2,113,lost,0,1,1.00,High Risk,3031.92,3031.92,21
4487772,BD4487772,BD,1,5,2347.14,5,4,2,3,542,potential loyalists,1,0,0.00,Low Risk,11735.70,469.43,364
4487784,BD4487784,BD,288,1,1010.64,1,1,1,1,111,lost,0,1,1.00,High Risk,1010.64,1010.64,77
4487796,BD4487796,BD,29,5,1927.26,4,4,2,3,442,potential loyalists,1,0,0.00,Low Risk,9636.30,385.45,336
4488060,BD4488060,BD,29,1,1016.82,4,1,1,1,411,recent customers,1,0,0.00,,1016.82,1016.82,336
4489080,BD4489080,BD,71,1,439.50,3,1,1,1,311,other,1,0,0.00,,439.50,439.50,294
4493622,BD4493622,BD,295,1,1016.82,1,1,1,1,111,lost,0,1,1.00,High Risk,1016.82,1016.82,70
4494018,BD4494018,BD,15,6,1198.32,5,4,2,3,542,potential loyalists,1,0,0.00,,7189.92,199.72,350
4494840,BD4494840,BD,225,1,21506.04,1,1,5,3,115,lost,0,1,1.00,High Risk,21506.04,21506.04,140
4494900,BD4494900,BD,148,1,269.52,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,269.52,269.52,217
4494912,BD4494912,BD,197,2,771.84,2,2,1,1,221,hibernating,0,1,0.99,High Risk,1543.68,385.92,168
4496496,BD4496496,BD,260,1,1007.40,1,1,1,1,111,lost,0,1,1.00,High Risk,1007.40,1007.40,105
4497000,BD4497000,BD,8,1,1194.78,5,1,2,1,512,recent customers,1,0,0.00,,1194.78,1194.78,357
4497222,BD4497222,BD,22,3,5977.74,5,3,3,3,533,potential loyalists,1,0,0.00,,17933.22,1992.58,343
4497990,BD4497990,BD,288,1,2033.76,1,1,2,1,112,lost,0,1,1.00,High Risk,2033.76,2033.76,77
4501302,BD4501302,BD,267,1,614.04,1,1,1,1,111,lost,0,1,1.00,High Risk,614.04,614.04,98
4503060,BD4503060,BD,71,2,2388.36,3,2,2,2,322,about to sleep,1,0,0.00,,4776.72,1194.18,294
4504902,BD4504902,BD,64,2,2013.60,3,2,2,2,322,about to sleep,1,0,0.00,,4027.20,1006.80,301
4508268,BD4508268,BD,22,13,5817.96,5,5,3,4,553,champions,1,0,0.00,,75633.48,447.54,343
4508802,BD4508802,BD,218,1,383.58,2,1,1,1,211,hibernating,0,1,1.00,High Risk,383.58,383.58,147
4510506,BD4510506,BD,288,1,3613.62,1,1,3,2,113,lost,0,1,1.00,High Risk,3613.62,3613.62,77
4510650,BD4510650,BD,232,1,204.42,1,1,1,1,111,lost,0,1,1.00,High Risk,204.42,204.42,133
4511142,BD4511142,BD,148,2,5053.20,2,2,3,2,223,hibernating,1,0,0.01,Low Risk,10106.40,2526.60,217
4512894,BD4512894,BD,15,5,28360.92,5,4,5,4,545,champions,1,0,0.00,,141804.60,5672.18,350
4512972,BD4512972,BD,337,1,143.10,1,1,1,1,111,lost,0,1,1.00,High Risk,143.10,143.10,28
4513704,BD4513704,BD,22,4,4837.32,5,3,3,3,533,potential loyalists,1,0,0.00,,19349.28,1209.33,343
4513938,BD4513938,BD,253,2,16118.58,1,2,4,3,124,lost,0,1,1.00,High Risk,32237.16,8059.29,112
4513956,BD4513956,BD,253,1,4364.76,1,1,3,2,113,lost,0,1,1.00,High Risk,4364.76,4364.76,112
4514010,BD4514010,BD,85,3,1171.32,3,3,2,2,332,about to sleep,1,0,0.00,,3513.96,390.44,280
4514118,BD4514118,BD,281,2,30965.76,1,2,5,3,125,lost,0,1,1.00,High Risk,61931.52,15482.88,84
4514160,BD4514160,BD,64,1,584.46,3,1,1,1,311,other,1,0,0.00,,584.46,584.46,301
4514172,BD4514172,BD,281,1,2025.36,1,1,2,1,112,lost,0,1,1.00,High Risk,2025.36,2025.36,84
4514178,BD4514178,BD,253,3,21155.64,1,3,5,4,135,lost,0,1,1.00,High Risk,63466.92,7051.88,112
4514292,BD4514292,BD,8,2,3661.86,5,2,3,2,523,promising,1,0,0.00,,7323.72,1830.93,357
4514298,BD4514298,BD,71,1,2025.36,3,1,2,1,312,other,1,0,0.00,,2025.36,2025.36,294
4514376,BD4514376,BD,43,1,7179.60,4,1,4,2,414,promising,1,0,0.00,,7179.60,7179.60,322
4514586,BD4514586,BD,302,1,5084.34,1,1,3,2,113,lost,0,1,1.00,High Risk,5084.34,5084.34,63
4514610,BD4514610,BD,78,3,51222.06,3,3,5,4,335,can't lose,1,0,0.00,,153666.18,17074.02,287
4514616,BD4514616,BD,15,3,4994.40,5,3,3,3,533,potential loyalists,1,0,0.00,,14983.20,1664.80,350
4514718,BD4514718,BD,288,1,585.66,1,1,1,1,111,lost,0,1,1.00,High Risk,585.66,585.66,77
4514736,BD4514736,BD,281,1,4050.66,1,1,3,2,113,lost,0,1,1.00,High Risk,4050.66,4050.66,84
4514748,BD4514748,BD,288,1,2025.48,1,1,2,1,112,lost,0,1,1.00,High Risk,2025.48,2025.48,77
4519500,BD4519500,BD,281,1,383.58,1,1,1,1,111,lost,0,1,1.00,High Risk,383.58,383.58,84
4520244,BD4520244,BD,50,2,272.64,4,2,1,1,421,recent customers,1,0,0.00,,545.28,136.32,315
4522080,BD4522080,BD,176,1,1608.36,2,1,2,1,212,hibernating,0,0,0.03,Low Risk,1608.36,1608.36,189
4523910,BD4523910,BD,134,1,283.26,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,283.26,283.26,231
4524036,BD4524036,BD,29,1,4825.08,4,1,3,2,413,promising,1,0,0.00,,4825.08,4825.08,336
4524390,BD4524390,BD,36,8,16138.38,4,4,4,4,444,loyal customers,1,0,0.00,,129107.04,2017.30,329
4526838,BD4526838,BD,15,1,3584.34,5,1,3,2,513,promising,1,0,0.00,,3584.34,3584.34,350
4526856,BD4526856,BD,50,3,3582.54,4,3,3,3,433,potential loyalists,1,0,0.00,,10747.62,1194.18,315
4530642,BD4530642,BD,351,1,1194.78,1,1,2,1,112,lost,0,1,1.00,High Risk,1194.78,1194.78,14
4530918,BD4530918,BD,92,1,2995.26,3,1,3,2,313,about to sleep,1,0,0.00,,2995.26,2995.26,273
4532706,BD4532706,BD,64,6,21376.38,3,4,5,4,345,can't lose,1,0,0.00,,128258.28,3562.73,301
4533096,BD4533096,BD,43,4,6566.88,4,3,4,3,434,potential loyalists,1,0,0.00,,26267.52,1641.72,322
4533108,BD4533108,BD,50,11,19106.88,4,4,5,4,445,loyal customers,1,0,0.00,,210175.68,1736.99,315
4533762,BD4533762,BD,92,1,253.56,3,1,1,1,311,other,1,0,0.00,,253.56,253.56,273
4533798,BD4533798,BD,120,1,1194.18,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1194.18,1194.18,245
4534614,BD4534614,BD,64,5,2171.70,3,4,2,3,342,need attention,1,0,0.00,Low Risk,10858.50,434.34,301
4536240,BD4536240,BD,78,5,10769.58,3,4,4,4,344,can't lose,1,0,0.00,,53847.90,2153.92,287
4542774,BD4542774,BD,43,7,3302.16,4,4,3,3,443,potential loyalists,1,0,0.00,,23115.12,471.74,322
4543788,BD4543788,BD,71,3,2518.32,3,3,3,3,333,need attention,1,0,0.01,Low Risk,7554.96,839.44,294
4544220,BD4544220,BD,239,1,283.26,1,1,1,1,111,lost,0,1,1.00,High Risk,283.26,283.26,126
4551090,BD4551090,BD,50,3,3399.00,4,3,3,3,433,potential loyalists,1,0,0.00,,10197.00,1133.00,315
4555686,BD4555686,BD,211,1,383.58,2,1,1,1,211,hibernating,0,1,1.00,High Risk,383.58,383.58,154
4558110,BD4558110,BD,211,1,122.64,2,1,1,1,211,hibernating,0,1,0.99,High Risk,122.64,122.64,154
4564296,BD4564296,BD,85,1,928.86,3,1,1,1,311,other,1,0,0.00,,928.86,928.86,280
4565094,BD4565094,BD,183,1,2967.30,2,1,3,2,213,hibernating,0,1,0.99,High Risk,2967.30,2967.30,182
4577520,BD4577520,BD,92,1,52.32,3,1,1,1,311,other,1,0,0.00,Low Risk,52.32,52.32,273
4577748,BD4577748,BD,43,1,1194.18,4,1,2,1,412,recent customers,1,0,0.00,,1194.18,1194.18,322
4578570,BD4578570,BD,64,4,24143.16,3,3,5,4,335,can't lose,1,0,0.00,,96572.64,6035.79,301
4582728,BD4582728,BD,29,1,3613.62,4,1,3,2,413,promising,1,0,0.00,,3613.62,3613.62,336
4588404,BD4588404,BD,43,1,3715.44,4,1,3,2,413,promising,1,0,0.00,,3715.44,3715.44,322
4592850,BD4592850,BD,43,1,613.68,4,1,1,1,411,recent customers,1,0,0.00,,613.68,613.68,322
1000056,CN1000056,CN,232,3,330.30,1,3,1,2,131,lost,0,1,1.00,High Risk,990.90,110.10,133
1000530,CN1000530,CN,358,1,2214.42,1,1,2,1,112,lost,0,1,1.00,High Risk,2214.42,2214.42,7
1001148,CN1001148,CN,260,1,691.14,1,1,1,1,111,lost,0,1,1.00,High Risk,691.14,691.14,105
1001610,CN1001610,CN,106,1,193.68,3,1,1,1,311,other,1,0,0.00,,193.68,193.68,259
1003140,CN1003140,CN,134,3,4882.80,2,3,3,3,233,at risk,1,0,0.02,Low Risk,14648.40,1627.60,231
1004280,CN1004280,CN,141,1,2345.04,2,1,2,1,212,hibernating,1,0,0.03,Low Risk,2345.04,2345.04,224
1005090,CN1005090,CN,43,7,18798.00,4,4,5,4,445,loyal customers,1,0,0.00,,131586.00,2685.43,322
1005282,CN1005282,CN,64,6,2456.22,3,4,3,3,343,need attention,1,0,0.00,,14737.32,409.37,301
1005852,CN1005852,CN,134,1,617.16,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,617.16,617.16,231
1005900,CN1005900,CN,232,1,833.16,1,1,1,1,111,lost,0,1,1.00,High Risk,833.16,833.16,133
1007772,CN1007772,CN,1,1,1925.04,5,1,2,1,512,recent customers,1,0,0.00,,1925.04,1925.04,364
1008162,CN1008162,CN,36,10,24834.72,4,4,5,4,445,loyal customers,1,0,0.00,,248347.20,2483.47,329
1008258,CN1008258,CN,15,7,6880.38,5,4,4,4,544,champions,1,0,0.00,,48162.66,982.91,350
1008300,CN1008300,CN,127,2,6779.04,2,2,4,3,224,at risk,1,0,0.02,Low Risk,13558.08,3389.52,238
1008780,CN1008780,CN,162,2,138.66,2,2,1,1,221,hibernating,0,0,0.04,Low Risk,277.32,69.33,203
1008858,CN1008858,CN,99,4,6076.50,3,3,3,3,333,need attention,1,0,0.00,,24306.00,1519.12,266
1009416,CN1009416,CN,15,6,9469.68,5,4,4,4,544,champions,1,0,0.00,,56818.08,1578.28,350
1009602,CN1009602,CN,337,1,690.24,1,1,1,1,111,lost,0,1,1.00,High Risk,690.24,690.24,28
1010166,CN1010166,CN,71,3,1142.28,3,3,2,2,332,about to sleep,1,0,0.00,,3426.84,380.76,294
1010826,CN1010826,CN,85,11,8299.62,3,4,4,4,344,can't lose,1,0,0.00,,91295.82,754.51,280
1035678,CN1035678,CN,57,6,19500.78,3,4,5,4,345,can't lose,1,0,0.00,,117004.68,3250.13,308
1035696,CN1035696,CN,99,9,8550.84,3,4,4,4,344,can't lose,1,0,0.00,,76957.56,950.09,266
1035816,CN1035816,CN,232,1,381.72,1,1,1,1,111,lost,0,1,1.00,High Risk,381.72,381.72,133
1036188,CN1036188,CN,204,1,1205.64,2,1,2,1,212,hibernating,0,1,0.99,High Risk,1205.64,1205.64,161
1036200,CN1036200,CN,71,19,44682.84,3,5,5,5,355,can't lose,1,0,0.00,,848973.96,2351.73,294
1036266,CN1036266,CN,8,26,153980.22,5,5,5,5,555,champions,1,0,0.00,,4003485.72,5922.32,357
1036542,CN1036542,CN,92,1,404.88,3,1,1,1,311,other,1,0,0.00,,404.88,404.88,273
1036812,CN1036812,CN,232,2,835.50,1,2,1,1,121,lost,0,1,1.00,High Risk,1671.00,417.75,133
1038492,CN1038492,CN,239,1,1204.44,1,1,2,1,112,lost,0,1,1.00,High Risk,1204.44,1204.44,126
1039434,CN1039434,CN,71,4,9780.96,3,3,4,3,334,need attention,1,0,0.00,,39123.84,2445.24,294
1040382,CN1040382,CN,8,10,15410.88,5,4,4,4,544,champions,1,0,0.00,,154108.80,1541.09,357
1041024,CN1041024,CN,8,25,25621.86,5,5,5,5,555,champions,1,0,0.00,,640546.50,1024.87,357
1041240,CN1041240,CN,127,3,7465.26,2,3,4,3,234,at risk,1,0,0.01,Low Risk,22395.78,2488.42,238
1042494,CN1042494,CN,57,1,2215.86,3,1,2,1,312,other,1,0,0.00,,2215.86,2215.86,308
1044054,CN1044054,CN,183,4,2497.62,2,3,3,3,233,at risk,0,1,0.97,High Risk,9990.48,624.40,182
1046154,CN1046154,CN,15,28,37179.78,5,5,5,5,555,champions,1,0,0.00,,1041033.84,1327.85,350
1046412,CN1046412,CN,337,1,203.28,1,1,1,1,111,lost,0,1,1.00,High Risk,203.28,203.28,28
1047564,CN1047564,CN,148,1,1819.86,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1819.86,1819.86,217
1048320,CN1048320,CN,295,1,1915.50,1,1,2,1,112,lost,0,1,1.00,High Risk,1915.50,1915.50,70
1049172,CN1049172,CN,1,153,662008.26,5,5,5,5,555,champions,1,0,0.00,,101287263.78,4326.85,364
1049196,CN1049196,CN,113,5,15056.04,2,4,4,4,244,at risk,1,0,0.01,Low Risk,75280.20,3011.21,252
1049556,CN1049556,CN,71,20,39009.36,3,5,5,5,355,can't lose,1,0,0.00,,780187.20,1950.47,294
1049826,CN1049826,CN,43,1,690.24,4,1,1,1,411,recent customers,1,0,0.00,,690.24,690.24,322
1050924,CN1050924,CN,162,1,1094.10,2,1,2,1,212,hibernating,0,0,0.02,Low Risk,1094.10,1094.10,203
1051188,CN1051188,CN,113,1,1213.14,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1213.14,1213.14,252
1051386,CN1051386,CN,57,1,3427.50,3,1,3,2,313,about to sleep,1,0,0.00,,3427.50,3427.50,308
1051716,CN1051716,CN,71,3,2443.80,3,3,3,3,333,need attention,1,0,0.00,Low Risk,7331.40,814.60,294
1051728,CN1051728,CN,50,5,2176.98,4,4,2,3,442,potential loyalists,1,0,0.00,Low Risk,10884.90,435.40,315
1051848,CN1051848,CN,323,1,847.20,1,1,1,1,111,lost,0,1,1.00,High Risk,847.20,847.20,42
1052616,CN1052616,CN,43,4,54052.38,4,3,5,4,435,loyal customers,1,0,0.00,,216209.52,13513.09,322
1052838,CN1052838,CN,253,1,4249.20,1,1,3,2,113,lost,0,1,1.00,High Risk,4249.20,4249.20,112
1053210,CN1053210,CN,43,1,1201.80,4,1,2,1,412,recent customers,1,0,0.00,,1201.80,1201.80,322
1053318,CN1053318,CN,50,3,800.82,4,3,1,2,431,promising,1,0,0.00,,2402.46,266.94,315
1054014,CN1054014,CN,29,65,189590.22,4,5,5,5,455,loyal customers,1,0,0.00,,12323364.30,2916.77,336
1054020,CN1054020,CN,15,9,29140.80,5,4,5,4,545,champions,1,0,0.00,,262267.20,3237.87,350
1054026,CN1054026,CN,176,3,243.84,2,3,1,2,231,hibernating,0,0,0.04,Low Risk,731.52,81.28,189
1055292,CN1055292,CN,8,19,25645.32,5,5,5,5,555,champions,1,0,0.00,,487261.08,1349.75,357
1055382,CN1055382,CN,267,1,730.68,1,1,1,1,111,lost,0,1,1.00,High Risk,730.68,730.68,98
1056108,CN1056108,CN,204,3,719.16,2,3,1,2,231,hibernating,0,1,0.97,High Risk,2157.48,239.72,161
1057968,CN1057968,CN,36,3,1671.84,4,3,2,2,432,promising,1,0,0.00,,5015.52,557.28,329
1059810,CN1059810,CN,267,1,1019.88,1,1,1,1,111,lost,0,1,1.00,High Risk,1019.88,1019.88,98
1061028,CN1061028,CN,169,1,189.90,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,189.90,189.90,196
1061706,CN1061706,CN,64,2,1898.64,3,2,2,2,322,about to sleep,1,0,0.00,,3797.28,949.32,301
1061916,CN1061916,CN,29,100,350057.16,4,5,5,5,455,loyal customers,1,0,0.00,,35005716.00,3500.57,336
1062372,CN1062372,CN,148,1,762.90,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,762.90,762.90,217
1062558,CN1062558,CN,8,51,31930.98,5,5,5,5,555,champions,1,0,0.00,,1628479.98,626.10,357
1063236,CN1063236,CN,36,31,17841.42,4,5,4,4,454,loyal customers,1,0,0.00,,553084.02,575.53,329
1063824,CN1063824,CN,78,6,1781.10,3,4,2,3,342,need attention,1,0,0.00,,10686.60,296.85,287
1065192,CN1065192,CN,351,1,1217.40,1,1,2,1,112,lost,0,1,1.00,High Risk,1217.40,1217.40,14
1065222,CN1065222,CN,344,1,618.48,1,1,1,1,111,lost,0,1,1.00,High Risk,618.48,618.48,21
1065492,CN1065492,CN,302,1,2915.94,1,1,3,2,113,lost,0,1,1.00,High Risk,2915.94,2915.94,63
1066950,CN1066950,CN,36,4,3602.10,4,3,3,3,433,potential loyalists,1,0,0.00,,14408.40,900.53,329
1066956,CN1066956,CN,190,2,384.78,2,2,1,1,221,hibernating,0,1,0.98,High Risk,769.56,192.39,175
1067022,CN1067022,CN,183,2,1410.42,2,2,2,2,222,hibernating,0,1,0.98,High Risk,2820.84,705.21,182
1067196,CN1067196,CN,36,4,2801.34,4,3,3,3,433,potential loyalists,1,0,0.00,,11205.36,700.34,329
1067580,CN1067580,CN,106,1,185.22,3,1,1,1,311,other,1,0,0.00,,185.22,185.22,259
1067616,CN1067616,CN,148,1,916.32,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,916.32,916.32,217
1067688,CN1067688,CN,8,25,24593.82,5,5,5,5,555,champions,1,0,0.00,,614845.50,983.75,357
1068552,CN1068552,CN,22,10,10448.22,5,4,4,4,544,champions,1,0,0.00,,104482.20,1044.82,343
1069950,CN1069950,CN,134,2,2408.88,2,2,2,2,222,hibernating,1,0,0.02,Low Risk,4817.76,1204.44,231
1069968,CN1069968,CN,99,6,1158.72,3,4,2,3,342,need attention,1,0,0.00,,6952.32,193.12,266
1070274,CN1070274,CN,8,22,8617.68,5,5,4,4,554,champions,1,0,0.00,,189588.96,391.71,357
1070412,CN1070412,CN,155,3,10611.60,2,3,4,3,234,at risk,0,0,0.01,Low Risk,31834.80,3537.20,210
1070946,CN1070946,CN,85,7,10093.08,3,4,4,4,344,can't lose,1,0,0.00,,70651.56,1441.87,280
1071186,CN1071186,CN,8,1,143.64,5,1,1,1,511,recent customers,1,0,0.00,,143.64,143.64,357
1072182,CN1072182,CN,8,12,17119.32,5,4,4,4,544,champions,1,0,0.00,,205431.84,1426.61,357
1072818,CN1072818,CN,113,1,1207.50,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1207.50,1207.50,252
1073598,CN1073598,CN,190,1,361.68,2,1,1,1,211,hibernating,0,1,1.00,High Risk,361.68,361.68,175
1074468,CN1074468,CN,22,22,6980.88,5,5,4,4,554,champions,1,0,0.00,,153579.36,317.31,343
1074996,CN1074996,CN,134,1,1733.82,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1733.82,1733.82,231
1075890,CN1075890,CN,29,7,4881.12,4,4,3,3,443,potential loyalists,1,0,0.00,,34167.84,697.30,336
1076598,CN1076598,CN,260,1,1240.08,1,1,2,1,112,lost,0,1,1.00,High Risk,1240.08,1240.08,105
1078464,CN1078464,CN,232,1,425.52,1,1,1,1,111,lost,0,1,1.00,High Risk,425.52,425.52,133
1080702,CN1080702,CN,8,15,6893.88,5,5,4,4,554,champions,1,0,0.00,,103408.20,459.59,357
1080876,CN1080876,CN,246,1,352.32,1,1,1,1,111,lost,0,1,1.00,High Risk,352.32,352.32,119
1081188,CN1081188,CN,204,1,612.60,2,1,1,1,211,hibernating,0,1,1.00,High Risk,612.60,612.60,161
1081860,CN1081860,CN,43,6,4442.04,4,4,3,3,443,potential loyalists,1,0,0.00,,26652.24,740.34,322
1082988,CN1082988,CN,15,8,93425.70,5,4,5,4,545,champions,1,0,0.00,,747405.60,11678.21,350
1084242,CN1084242,CN,260,2,10827.06,1,2,4,3,124,lost,0,1,1.00,High Risk,21654.12,5413.53,105
1085868,CN1085868,CN,36,14,3333.18,4,5,3,4,453,loyal customers,1,0,0.00,,46664.52,238.08,329
1086120,CN1086120,CN,162,2,555.36,2,2,1,1,221,hibernating,0,0,0.02,Low Risk,1110.72,277.68,203
1087284,CN1087284,CN,36,10,21947.70,4,4,5,4,445,loyal customers,1,0,0.00,,219477.00,2194.77,329
1088796,CN1088796,CN,71,3,3619.50,3,3,3,3,333,need attention,1,0,0.00,,10858.50,1206.50,294
1088856,CN1088856,CN,148,19,107890.08,2,5,5,5,255,at risk,1,0,0.06,Low Risk,2049911.52,5678.43,217
